training_episode,benchmark_episode_id,method,actor_critic_loss,policy_loss,value_loss,entropy,candidate_reward_mean,selected_reward_mean,task_completion_proxy,remaining_task_ratio,device
3000,S32,paper2_deep_cfr_marl,0.04882413148880005,0.032946349737093206,0.0400922908083885,0.21637492388819624,1.263676255941391,1.5510790050029755,1.0,0.0,cuda
3100,S48,paper2_deep_cfr_marl,0.02354813553392887,0.010233798015174989,0.032027377656049794,0.10979822802533068,1.2172051519155502,1.5234630405902863,1.0,0.0,cuda
3200,S8,paper2_deep_cfr_marl,0.01855204440653324,0.015893814373384885,0.009565933279191086,0.1646439765586365,1.390013411641121,1.5535937994718552,1.0,0.0,cuda
3300,S26,paper2_deep_cfr_marl,0.012990622781217098,0.0063560224427874346,0.016515855488250963,0.07975342648075667,1.3187400698661804,1.5144926011562347,1.0,0.0,cuda
3400,S13,paper2_deep_cfr_marl,0.0383102148771286,0.030174320621881634,0.024141442045220174,0.27277552422495155,1.416982501745224,1.554257556796074,1.0,0.0,cuda
3500,S59,paper2_deep_cfr_marl,0.04532843455672264,0.03841644250496734,0.022950737837618362,0.34158394618833654,1.2524723559617996,1.3601493835449219,1.0,0.0,cuda
3600,S55,paper2_deep_cfr_marl,0.03825720399618149,0.03350557884709815,0.014809226609941106,0.19125286008793152,1.348501056432724,1.5560734868049622,1.0,0.0,cuda
3700,S32,paper2_deep_cfr_marl,0.026400942355394363,0.010561144263988353,0.037634407648511115,0.10956850046122335,1.212128035724163,1.5676087737083435,1.0,0.0,cuda
3800,S17,paper2_deep_cfr_marl,0.0139125632122159,0.008301516150041266,0.014000031425666748,0.06889673396635498,1.2660696506500244,1.5381803810596466,1.0,0.0,cuda
3900,S39,paper2_deep_cfr_marl,0.03287793695926666,0.022799015717168913,0.026718416291259928,0.19443639140377786,1.3901987075805664,1.599109262228012,1.0,0.0,cuda
4000,S40,paper2_deep_cfr_marl,0.012468388304114342,0.006826681130405632,0.013966767335659824,0.06433371093729097,1.438689410686493,1.6260192841291428,1.0,0.0,cuda
4100,S50,paper2_deep_cfr_marl,0.014618076384067535,0.01291931543152458,0.006871043500325413,0.13932079085868188,1.3030606508255005,1.4793590158224106,1.0,0.0,cuda
4200,S68,paper2_deep_cfr_marl,0.024999912828207016,0.0168339831331199,0.02034564793575555,0.09896108187740538,1.2757242769002914,1.4953603893518448,1.0,0.0,cuda
4300,S17,paper2_deep_cfr_marl,0.0184326209127903,0.007633942754965872,0.025460074026341317,0.06583534538390816,1.2715560048818588,1.5381803810596466,1.0,0.0,cuda
4400,S5,paper2_deep_cfr_marl,0.02389848604798317,0.015511934616540657,0.022589561905306255,0.17787521632999415,1.3927639573812485,1.4835307747125626,1.0,0.0,cuda
4500,S25,paper2_deep_cfr_marl,0.009490897879004478,0.006723682260826536,0.008003818626093562,0.08345027377095923,1.3641813546419144,1.5121962428092957,1.0,0.0,cuda
4600,S81,paper2_deep_cfr_marl,0.057224951684474945,0.0410943086608313,0.042438254777977136,0.296656733139687,1.0926490277051926,1.2859571278095245,1.0,0.0,cuda
4700,S45,paper2_deep_cfr_marl,0.020497405901551247,0.01874251951721817,0.007870887995522935,0.17870132565067465,1.3349687308073044,1.4661473780870438,1.0,0.0,cuda
4800,S80,paper2_deep_cfr_marl,0.03892486169934273,0.02779519490963267,0.029676252335775644,0.22246470622121706,1.2377305775880814,1.3773981481790543,1.0,0.0,cuda
4900,S15,paper2_deep_cfr_marl,0.0524868369102478,0.04047584252816705,0.032687448321667034,0.2698354448948521,1.384513333439827,1.4708335548639297,1.0,0.0,cuda
5000,S73,paper2_deep_cfr_marl,0.00868272315710783,4.729246392187747e-05,0.019224178289732663,0.0015449464118098611,1.2432821094989777,1.532838985323906,1.0,0.0,cuda
5100,S31,paper2_deep_cfr_marl,0.053646381944417953,0.004017087869669922,0.11154642002657056,0.05665947444536735,1.078338734805584,1.2801087722182274,1.0,0.0,cuda
5200,S44,paper2_deep_cfr_marl,0.02742753177881241,0.011914208279413252,0.03655675449408591,0.09372157741012188,1.2461370080709457,1.3581101447343826,1.0,0.0,cuda
5300,S62,paper2_deep_cfr_marl,0.019077321514487267,0.017510906640836765,0.005451607054055785,0.08868090261799393,1.2486029714345932,1.44242462515831,1.0,0.0,cuda
5400,S72,paper2_deep_cfr_marl,0.02259122207760811,0.00461823306963538,0.04105173515563365,0.05002897897034118,1.2965772897005081,1.6097255647182465,1.0,0.0,cuda
5500,S99,paper2_deep_cfr_marl,0.012632984668016434,0.0030252033125357514,0.02226411863375688,0.04110716395137742,1.2231259644031525,1.4332345128059387,1.0,0.0,cuda
5600,S76,paper2_deep_cfr_marl,0.01976325362920761,0.004233655664410918,0.035732384931179695,0.05499764573837355,1.0698387697339058,1.3445169553160667,1.0,0.0,cuda
5700,S44,paper2_deep_cfr_marl,0.046637725085020065,0.021134763465990858,0.058739578613312915,0.09298466943027961,1.2461370080709457,1.3581101447343826,1.0,0.0,cuda
5800,S34,paper2_deep_cfr_marl,0.006528109312057495,0.0010542574718783726,0.012621587305147841,0.02058625805316839,1.2511940151453018,1.4755279123783112,1.0,0.0,cuda
5900,S21,paper2_deep_cfr_marl,0.043470557779073715,0.024409730684510578,0.0468795332199079,0.20349645092641006,1.1758733242750168,1.3841632902622223,1.0,0.0,cuda
6000,S69,paper2_deep_cfr_marl,0.02583717368543148,0.017134627367219935,0.02143337225425057,0.09424717192023824,1.303591549396515,1.4419160038232803,1.0,0.0,cuda
6100,S27,paper2_deep_cfr_marl,0.013995560817420483,0.00018682155454285976,0.030787674739258364,0.004571302470083537,1.1851796954870224,1.5148250758647919,1.0,0.0,cuda
6200,S95,paper2_deep_cfr_marl,0.023318413645029068,0.020825408106702525,0.00860648936486541,0.1379917816448505,1.3435810953378677,1.5396921038627625,1.0,0.0,cuda
6300,S79,paper2_deep_cfr_marl,0.005391326732933521,5.225857495361197e-05,0.011905562418633053,0.0018434478901575044,1.1965255439281464,1.382734701037407,1.0,0.0,cuda
6400,S82,paper2_deep_cfr_marl,0.010644505731761456,4.4031772856722995e-06,0.023649012175155804,0.00019532433847913033,1.2669244408607483,1.5344361066818237,1.0,0.0,cuda
6500,S14,paper2_deep_cfr_marl,0.016344718635082245,0.006677578108557958,0.02312688582969713,0.07399579375537257,1.3617071211338043,1.4675118029117584,1.0,0.0,cuda
6600,S44,paper2_deep_cfr_marl,0.02171914651989937,0.011872416002006059,0.023704318125965074,0.0820210756172628,1.2461370080709457,1.3581101447343826,1.0,0.0,cuda
6700,S68,paper2_deep_cfr_marl,0.017298465594649315,0.01048589649428755,0.016957558415015228,0.08183323368410116,1.2757242769002914,1.4953603893518448,1.0,0.0,cuda
6800,S3,paper2_deep_cfr_marl,0.027991320937871933,0.017017952932292246,0.027094781296909787,0.121928250666196,1.3917988538742065,1.5624216496944427,1.0,0.0,cuda
6900,S76,paper2_deep_cfr_marl,0.013439444825053215,0.0016001679411488112,0.026965065010926992,0.029500295408502124,1.0698387697339058,1.3445169553160667,1.0,0.0,cuda
7000,S83,paper2_deep_cfr_marl,0.01339743658900261,0.0008457392890193205,0.02826613379875198,0.01680631808986988,1.2903464585542679,1.5244204699993134,1.0,0.0,cuda
7100,S40,paper2_deep_cfr_marl,0.012249339371919632,0.005547762379698895,0.016126631287079363,0.05554066328798258,1.4353800415992737,1.6253683418035507,1.0,0.0,cuda
7200,S22,paper2_deep_cfr_marl,0.01905759982764721,0.015355392659556655,0.01096797681384487,0.12333816137309059,1.2419231832027435,1.4058372378349304,1.0,0.0,cuda
7300,S59,paper2_deep_cfr_marl,0.02057807892560959,0.010745666847014945,0.024990166102725198,0.14131617227423476,1.2524723559617996,1.3601493835449219,1.0,0.0,cuda
7400,S72,paper2_deep_cfr_marl,0.0196230448782444,0.0062768226489424706,0.030975971996667795,0.059296383974253485,1.317452147603035,1.6111138612031937,1.0,0.0,cuda
7500,S92,paper2_deep_cfr_marl,0.020022626966238022,0.008263527462077036,0.027663020241561753,0.06892585361745221,1.3412123620510101,1.6171202957630157,1.0,0.0,cuda
7600,S69,paper2_deep_cfr_marl,0.01977679505944252,0.01290732864788402,0.01712164392665727,0.0835273257658619,1.303591549396515,1.4419160038232803,1.0,0.0,cuda
7700,S38,paper2_deep_cfr_marl,0.02715950831770897,0.007076154896637377,0.0463704849826172,0.07833642602725721,1.4319604188203812,1.6120374351739883,1.0,0.0,cuda
7800,S9,paper2_deep_cfr_marl,0.008793706074357033,0.0016030138974549857,0.016687020575773204,0.031846607436119306,1.3210564404726028,1.432739958167076,1.0,0.0,cuda
7900,S56,paper2_deep_cfr_marl,0.016833102330565453,0.00031983208163666177,0.036854817473795265,0.0071397196348666194,1.0886844843626022,1.3773594498634338,1.0,0.0,cuda
8000,S13,paper2_deep_cfr_marl,0.02135661616921425,0.009551029047088377,0.028547730849822983,0.1040891217708122,1.4184111654758453,1.554277926683426,1.0,0.0,cuda
8100,S84,paper2_deep_cfr_marl,0.018999524414539337,0.0160367805509658,0.008455057526589371,0.08420331087638663,1.295259416103363,1.4654307514429092,1.0,0.0,cuda
8200,S91,paper2_deep_cfr_marl,0.03848806023597717,0.02091133080830332,0.04284188145538792,0.1702115380319037,1.2776235044002533,1.5708879381418228,1.0,0.0,cuda
8300,S61,paper2_deep_cfr_marl,0.01592264510691166,0.00467040854437073,0.02613117394503206,0.05067914117829704,1.2011795341968536,1.485702559351921,1.0,0.0,cuda
8400,S62,paper2_deep_cfr_marl,0.007171666249632835,0.005500399535733891,0.004951483586410177,0.05569012239209386,1.2486029714345932,1.44242462515831,1.0,0.0,cuda
8500,S18,paper2_deep_cfr_marl,0.02510085329413414,0.014292307412688388,0.02699000810753205,0.1336957143533969,1.3659742623567581,1.5622225850820541,1.0,0.0,cuda
8600,S78,paper2_deep_cfr_marl,0.016605781391263008,0.010413605814150628,0.015453483079909347,0.07618914965765744,1.19238643348217,1.4466342478990555,1.0,0.0,cuda
8700,S61,paper2_deep_cfr_marl,0.016285212710499763,0.003756825664126495,0.028825674460676964,0.044316668108100254,1.2031253576278687,1.4862035363912582,1.0,0.0,cuda
8800,S56,paper2_deep_cfr_marl,0.017750035971403122,4.389078346811459e-05,0.03937667698482983,0.001335975975585187,1.0886844843626022,1.3773594498634338,1.0,0.0,cuda
8900,S69,paper2_deep_cfr_marl,0.006693718489259481,0.0031733329864565007,0.008718469922314398,0.04029260274688271,1.303591549396515,1.4419160038232803,1.0,0.0,cuda
9000,S61,paper2_deep_cfr_marl,0.02386045642197132,0.015538727451485101,0.020366676937555894,0.08432766316271112,1.2031253576278687,1.4862035363912582,1.0,0.0,cuda
9100,S33,paper2_deep_cfr_marl,0.004558281973004341,0.0014470923520943924,0.007498596846744476,0.02631786984766375,1.331974357366562,1.498395323753357,1.0,0.0,cuda
9200,S53,paper2_deep_cfr_marl,0.01605542190372944,0.0020929196862198296,0.0316985480603762,0.03018439019284882,1.3583490997552872,1.5779180228710175,1.0,0.0,cuda
9300,S28,paper2_deep_cfr_marl,0.017581410706043243,0.001896314014715017,0.03559284439688781,0.03316836240628618,1.4297886192798615,1.5953639149665833,1.0,0.0,cuda
9400,S36,paper2_deep_cfr_marl,0.016253763809800148,0.01194171467795968,0.011746907694032416,0.09740595281619237,1.2706324607133865,1.4812605381011963,1.0,0.0,cuda
9500,S29,paper2_deep_cfr_marl,0.027952581644058228,0.014276850655583928,0.03267525818955619,0.10281353739082817,1.2580952942371368,1.3860758990049362,1.0,0.0,cuda
9600,S5,paper2_deep_cfr_marl,0.024319259449839592,0.015382881820386274,0.022420938759751152,0.11530425990873805,1.3927639573812485,1.4835307747125626,1.0,0.0,cuda
9700,S64,paper2_deep_cfr_marl,0.010801143944263458,0.003967329659634089,0.01621712784799456,0.046389334109224974,1.2598647773265839,1.5107087194919586,1.0,0.0,cuda
9800,S68,paper2_deep_cfr_marl,0.010882562026381493,0.005738093739636518,0.012713482842173107,0.05765984208180528,1.2757242769002914,1.4953603893518448,1.0,0.0,cuda
9900,S63,paper2_deep_cfr_marl,0.045766111463308334,0.025662895292043686,0.04657957120798528,0.08575921602911636,1.3500953018665314,1.5933640450239182,1.0,0.0,cuda
10000,S20,paper2_deep_cfr_marl,0.016225541010499,0.009758386232145533,0.01599597389281371,0.07310321931150726,1.2190230637788773,1.388507753610611,1.0,0.0,cuda
10100,S54,paper2_deep_cfr_marl,0.010933686047792435,0.002557440413511136,0.01958336403180283,0.043626825733461515,1.3839048743247986,1.584108978509903,1.0,0.0,cuda
10200,S58,paper2_deep_cfr_marl,0.015957968309521675,0.0009352107044833247,0.03376358508103294,0.01708548351140937,1.340004786849022,1.6089563071727753,1.0,0.0,cuda
10300,S29,paper2_deep_cfr_marl,0.003994314931333065,0.002364553714869544,0.00447856788593981,0.03855944739201293,1.3208081722259521,1.4852167814970016,1.0,0.0,cuda
10400,S43,paper2_deep_cfr_marl,0.014961954206228256,0.010110280380093428,0.012705124565400183,0.08656326741801479,1.3014539815485477,1.4732166267931461,1.0,0.0,cuda
10500,S76,paper2_deep_cfr_marl,0.018344689160585403,0.000190811180799777,0.04045635646173196,0.005147973533257595,1.0698387697339058,1.3445169553160667,1.0,0.0,cuda
10600,S23,paper2_deep_cfr_marl,0.014807028695940971,0.012938724474224728,0.005934811489169078,0.08023608576333818,1.346337541937828,1.539705216884613,1.0,0.0,cuda
10700,S72,paper2_deep_cfr_marl,0.0166090726852417,4.952200106345117e-05,0.03683175351670798,0.0014738855000556042,1.3214078694581985,1.6135939061641693,1.0,0.0,cuda
10800,S32,paper2_deep_cfr_marl,0.024671286344528198,0.00801244983241034,0.039067850546416594,0.09216958207412063,1.2616786062717438,1.5510790050029755,1.0,0.0,cuda
10900,S40,paper2_deep_cfr_marl,0.008936120197176933,0.0025175726041197777,0.015020041504612891,0.034047035102887646,1.438689410686493,1.6260192841291428,1.0,0.0,cuda
11000,S46,paper2_deep_cfr_marl,0.0029996808152645826,1.0914909580606036e-06,0.0066646357236095355,4.965128198318282e-05,1.2260803580284119,1.4830691069364548,1.0,0.0,cuda
11100,S36,paper2_deep_cfr_marl,0.03888171538710594,0.03401907719671726,0.014118369472271297,0.14906295645957268,1.265003964304924,1.4519331902265549,1.0,0.0,cuda
11200,S79,paper2_deep_cfr_marl,0.01299988478422165,5.126998905424784e-07,0.02888806868577376,2.5895176788581623e-05,1.1965255439281464,1.382734701037407,1.0,0.0,cuda
11300,S79,paper2_deep_cfr_marl,0.023381032049655914,5.909760147915222e-07,0.05195707699749619,2.441354514973295e-05,1.1965255439281464,1.382734701037407,1.0,0.0,cuda
11400,S66,paper2_deep_cfr_marl,0.011489655822515488,0.0037441497709291838,0.018191661205491982,0.044074116183488235,1.2178471982479095,1.4399612545967102,1.0,0.0,cuda
11500,S49,paper2_deep_cfr_marl,0.0036785101983696222,0.00022410029737307546,0.007794838017559869,0.0053267155319964305,1.3725973218679428,1.5751149654388428,1.0,0.0,cuda
11600,S32,paper2_deep_cfr_marl,0.02489914931356907,0.004453615546584189,0.0468360977829434,0.06307098686512594,1.2308153957128525,1.5338553339242935,1.0,0.0,cuda
11700,S80,paper2_deep_cfr_marl,0.043721847236156464,0.039486877035827206,0.013857040205039084,0.20006967254996094,1.2377305775880814,1.3773981481790543,1.0,0.0,cuda
11800,S92,paper2_deep_cfr_marl,0.017925115302205086,1.8104413648245554e-06,0.039831310452427715,7.845496816126022e-05,1.1236654445528984,1.4984810948371887,1.0,0.0,cuda
11900,S9,paper2_deep_cfr_marl,0.012289509177207947,0.00046822946767477447,0.026515384979575174,0.011064334621671224,1.3210564404726028,1.432739958167076,1.0,0.0,cuda
12000,S75,paper2_deep_cfr_marl,0.013052580878138542,0.007111749748673679,0.015189026624284452,0.08942305149754404,1.2749991714954376,1.4206417948007584,1.0,0.0,cuda
12100,S82,paper2_deep_cfr_marl,0.009704542346298695,0.0,0.021565653136349283,9.398427897311836e-08,1.2669244408607483,1.5344361066818237,1.0,0.0,cuda
12200,S67,paper2_deep_cfr_marl,0.005669141188263893,1.7862251297628973e-05,0.012572491185069978,0.0006341628242090606,1.2712130397558212,1.5276033729314804,1.0,0.0,cuda
12300,S47,paper2_deep_cfr_marl,0.006950216833502054,0.00023063442313286941,0.015059286700989105,0.005709635959480496,1.2576204985380173,1.4686242640018463,1.0,0.0,cuda
12400,S41,paper2_deep_cfr_marl,0.01146604772657156,4.645263742553141e-06,0.025474106353613024,0.0001945102673077497,1.1925085932016373,1.4904276132583618,1.0,0.0,cuda
12500,S70,paper2_deep_cfr_marl,0.01204763539135456,0.0017371718130192448,0.023610515421751188,0.03142675423169752,1.3351358473300934,1.433825597167015,1.0,0.0,cuda
12600,S72,paper2_deep_cfr_marl,0.020694151520729065,0.0003987850795965642,0.04528966046154892,0.008498137816972468,1.2965772897005081,1.6097255647182465,1.0,0.0,cuda
12700,S80,paper2_deep_cfr_marl,0.019281700253486633,0.008345819896931062,0.026289856075891294,0.08945530634092058,1.237198755145073,1.3731435686349869,1.0,0.0,cuda
12800,S79,paper2_deep_cfr_marl,0.0039034164510667324,5.587933404882506e-08,0.00867420767826843,3.2771345133978705e-06,1.1965255439281464,1.382734701037407,1.0,0.0,cuda
12900,S39,paper2_deep_cfr_marl,0.013539887964725494,0.0027891614153503497,0.024748251566052204,0.03859855791466065,1.3901987075805664,1.599109262228012,1.0,0.0,cuda
13000,S62,paper2_deep_cfr_marl,0.00784276146441698,0.002160718664505623,0.013308174554367724,0.030663553286882084,1.2486029714345932,1.44242462515831,1.0,0.0,cuda
13100,S98,paper2_deep_cfr_marl,0.0036154387053102255,1.6439923896882647e-05,0.008010806926904479,0.0005864290517140774,1.2988841980695724,1.4986339062452316,1.0,0.0,cuda
13200,S73,paper2_deep_cfr_marl,0.0071931807324290276,5.9604587931971764e-08,0.01598478694872263,3.3123717310913803e-06,1.2487843036651611,1.5286291390657425,1.0,0.0,cuda
13300,S33,paper2_deep_cfr_marl,0.003965350799262524,0.00041914382984464815,0.008077723210590193,0.008876829363933648,1.331974357366562,1.498395323753357,1.0,0.0,cuda
13400,S19,paper2_deep_cfr_marl,0.027176350355148315,0.01690644593509827,0.024900232710706405,0.093519837901514,1.3289328068494797,1.4666934460401535,1.0,0.0,cuda
13500,S9,paper2_deep_cfr_marl,0.007589381188154221,0.0005593511239396776,0.015874359305598773,0.011343181405307323,1.3210564404726028,1.432739958167076,1.0,0.0,cuda
13600,S9,paper2_deep_cfr_marl,0.007187351584434509,0.00023342238362644707,0.015580269628117094,0.005719181193787504,1.3210564404726028,1.432739958167076,1.0,0.0,cuda
13700,S11,paper2_deep_cfr_marl,0.009182083420455456,1.0682226722735777e-05,0.020388664939673617,0.0003497927111717322,1.2857232093811035,1.435224637389183,1.0,0.0,cuda
13800,S9,paper2_deep_cfr_marl,0.008884231559932232,0.0007831014707448958,0.018349373509408906,0.01560876903200135,1.3210564404726028,1.432739958167076,1.0,0.0,cuda
13900,S40,paper2_deep_cfr_marl,0.008711561560630798,0.0005978496046736836,0.018291374763066415,0.011740612907322983,1.438689410686493,1.6260192841291428,1.0,0.0,cuda
14000,S63,paper2_deep_cfr_marl,0.019431794062256813,0.009284991770982742,0.024132886668667197,0.07129977725707842,1.3229210674762726,1.5603379011154175,1.0,0.0,cuda
14100,S64,paper2_deep_cfr_marl,0.009344694204628468,0.003910419966132173,0.013083313777315198,0.04532165638080057,1.2601511031389236,1.5107087194919586,1.0,0.0,cuda
14200,S51,paper2_deep_cfr_marl,0.041485898196697235,0.0,0.09219088609097525,1.14362093763038e-12,1.3201599270105362,1.630477949976921,1.0,0.0,cuda
14300,S16,paper2_deep_cfr_marl,0.0010960041545331478,0.0,0.00243556496252495,4.363843841384615e-09,1.254660725593567,1.4705148488283157,1.0,0.0,cuda
14400,S87,paper2_deep_cfr_marl,0.0027434639632701874,1.4901157641133977e-08,0.006096574934417731,9.667632738625083e-07,1.2328419834375381,1.4839925467967987,1.0,0.0,cuda
14500,S84,paper2_deep_cfr_marl,0.0095130056142807,0.006250273723708233,0.008590166340582073,0.06028430718435922,1.287389412522316,1.4441400617361069,1.0,0.0,cuda
14600,S37,paper2_deep_cfr_marl,0.015508392825722694,0.00019326392248331103,0.034149733333322274,0.005225163611615345,1.320926621556282,1.4295406490564346,1.0,0.0,cuda
14700,S33,paper2_deep_cfr_marl,0.0029699697624891996,0.00011004534427150325,0.006420408103252839,0.0029259052775311265,1.3176403641700745,1.498395323753357,1.0,0.0,cuda
14800,S91,paper2_deep_cfr_marl,0.026798278093338013,0.008485611033392848,0.04279570153448731,0.09453971132199294,1.2776235044002533,1.5708879381418228,1.0,0.0,cuda
14900,S14,paper2_deep_cfr_marl,0.01555653102695942,0.0012208494135848014,0.03231902669358533,0.020787975021031052,1.3617071211338043,1.4675118029117584,1.0,0.0,cuda
15000,S4,paper2_deep_cfr_marl,0.003708889242261648,3.942269722756464e-05,0.008185393340681912,0.0013960366815856894,1.3737205564975739,1.506387397646904,1.0,0.0,cuda
15100,S27,paper2_deep_cfr_marl,0.013054929673671722,6.332987112500632e-08,0.029010899379500188,3.7496330748513274e-06,1.1851796954870224,1.5148250758647919,1.0,0.0,cuda
15200,S25,paper2_deep_cfr_marl,0.003938499838113785,0.00040114295551751944,0.008050544245634228,0.008538779676690452,1.3631134629249573,1.5036532133817673,1.0,0.0,cuda
15300,S66,paper2_deep_cfr_marl,0.004090879578143358,0.00013824480993029908,0.008862372919935524,0.0035433099716613028,1.2222029119729996,1.4399612545967102,1.0,0.0,cuda
15400,S54,paper2_deep_cfr_marl,0.007105435244739056,0.0022864078837017132,0.011574272018151532,0.03893947948623226,1.3295049518346786,1.5323631167411804,1.0,0.0,cuda
15500,S7,paper2_deep_cfr_marl,0.003785260021686554,5.1922333341059e-05,0.008333500948083383,0.001673765580641885,1.265884667634964,1.4625553488731384,1.0,0.0,cuda
15600,S56,paper2_deep_cfr_marl,0.013589910231530666,0.0,0.030199800965419854,3.575931772918645e-09,1.08749458193779,1.382994368672371,1.0,0.0,cuda
15700,S1,paper2_deep_cfr_marl,0.028487250208854675,0.009540354794808081,0.043709775323804934,0.07225029907230823,1.1954748332500458,1.441107615828514,1.0,0.0,cuda
15800,S69,paper2_deep_cfr_marl,0.013585418462753296,0.0033564269539709812,0.023645393463084474,0.04114353889946524,1.303591549396515,1.4419160038232803,1.0,0.0,cuda
15900,S22,paper2_deep_cfr_marl,0.01014864630997181,0.0009717957582182635,0.020830930665397318,0.019706722205138777,1.2469712495803833,1.4058372378349304,1.0,0.0,cuda
